fecha_venta,var1(t-4 day),var1(t-3 day),var1(t-2 day),var1(t-1 day),var1(t-2 week),var1(t-1 week),var1(t),articulo
2021-06-13,33.0,151.79999947547913,127.0500020980835,359.70000314712524,33.0,254.09999895095825,178.52999758720398,5404
2021-06-15,151.79999947547913,127.0500020980835,359.70000314712524,178.52999758720398,29.700000524520874,80.84999895095825,132.0,5404
2021-06-16,127.0500020980835,359.70000314712524,178.52999758720398,132.0,460.34999895095825,178.19999527931213,148.5,5404
2021-06-17,359.70000314712524,178.52999758720398,132.0,148.5,105.59999895095825,33.0,85.8000020980835,5404
2021-06-18,178.52999758720398,132.0,148.5,85.8000020980835,165.0,151.79999947547913,67.65000104904175,5404
2021-06-19,132.0,148.5,85.8000020980835,67.65000104904175,105.27000188827515,127.0500020980835,420.75,5404
2021-06-20,148.5,85.8000020980835,67.65000104904175,420.75,480.1500062942505,359.70000314712524,217.8000020980835,5404
2021-06-21,85.8000020980835,67.65000104904175,420.75,217.8000020980835,254.09999895095825,178.52999758720398,33.0,5404
2021-06-22,67.65000104904175,420.75,217.8000020980835,33.0,80.84999895095825,132.0,33.0,5404
2021-06-23,420.75,217.8000020980835,33.0,33.0,178.19999527931213,148.5,33.0,5404
2021-06-24,217.8000020980835,33.0,33.0,33.0,33.0,85.8000020980835,118.8000020980835,5404
2021-06-25,33.0,33.0,33.0,118.8000020980835,151.79999947547913,67.65000104904175,66.0,5404
2021-06-26,33.0,33.0,118.8000020980835,66.0,127.0500020980835,420.75,496.6499984264374,5404
2021-06-27,33.0,118.8000020980835,66.0,496.6499984264374,359.70000314712524,217.8000020980835,56.09999895095825,5404
2021-06-28,118.8000020980835,66.0,496.6499984264374,56.09999895095825,178.52999758720398,33.0,49.5,5404
2021-06-29,66.0,496.6499984264374,56.09999895095825,49.5,132.0,33.0,82.5,5404
2021-06-30,496.6499984264374,56.09999895095825,49.5,82.5,148.5,33.0,168.29999947547913,5404
2021-07-01,56.09999895095825,49.5,82.5,168.29999947547913,85.8000020980835,118.8000020980835,148.5,5404
2021-07-02,49.5,82.5,168.29999947547913,148.5,67.65000104904175,66.0,288.75,5404
2021-07-03,82.5,168.29999947547913,148.5,288.75,420.75,496.6499984264374,270.59999895095825,5404
2021-07-04,168.29999947547913,148.5,288.75,270.59999895095825,217.8000020980835,56.09999895095825,140.25,5404
2021-07-05,148.5,288.75,270.59999895095825,140.25,33.0,49.5,49.5,5404
2021-07-06,288.75,270.59999895095825,140.25,49.5,33.0,82.5,85.8000020980835,5404
2021-07-07,270.59999895095825,140.25,49.5,85.8000020980835,33.0,168.29999947547913,99.0,5404
2021-07-08,140.25,49.5,85.8000020980835,99.0,118.8000020980835,148.5,85.8000020980835,5404
2021-07-09,49.5,85.8000020980835,99.0,85.8000020980835,66.0,288.75,206.25,5404
2021-07-10,85.8000020980835,99.0,85.8000020980835,206.25,496.6499984264374,270.59999895095825,428.8349962234497,5404
2021-07-11,99.0,85.8000020980835,206.25,428.8349962234497,56.09999895095825,140.25,33.0,5404
2021-07-12,85.8000020980835,206.25,428.8349962234497,33.0,49.5,49.5,33.0,5404
2021-07-13,206.25,428.8349962234497,33.0,33.0,82.5,85.8000020980835,49.5,5404
2021-07-14,428.8349962234497,33.0,33.0,49.5,168.29999947547913,99.0,231.0,5404
2021-07-15,33.0,33.0,49.5,231.0,148.5,85.8000020980835,82.5,5404
2021-07-16,33.0,49.5,231.0,82.5,288.75,206.25,118.8000020980835,5404
2021-07-17,49.5,231.0,82.5,118.8000020980835,270.59999895095825,428.8349962234497,433.95000314712524,5404
2021-07-18,231.0,82.5,118.8000020980835,433.95000314712524,140.25,33.0,231.0,5404
2021-07-19,82.5,118.8000020980835,433.95000314712524,231.0,49.5,33.0,135.3000020980835,5404
2021-07-20,118.8000020980835,433.95000314712524,231.0,135.3000020980835,85.8000020980835,49.5,99.0,5404
2021-07-21,433.95000314712524,231.0,135.3000020980835,99.0,99.0,231.0,69.3000020980835,5404
2021-07-22,231.0,135.3000020980835,99.0,69.3000020980835,85.8000020980835,82.5,247.5,5404
2021-07-23,135.3000020980835,99.0,69.3000020980835,247.5,206.25,118.8000020980835,181.5,5404
2021-07-24,99.0,69.3000020980835,247.5,181.5,428.8349962234497,433.95000314712524,505.5600004196167,5404
2021-07-25,69.3000020980835,247.5,181.5,505.5600004196167,33.0,231.0,333.3000020980835,5404
2021-07-26,247.5,181.5,505.5600004196167,333.3000020980835,33.0,135.3000020980835,169.95000052452087,5404
2021-07-27,181.5,505.5600004196167,333.3000020980835,169.95000052452087,49.5,99.0,171.59999895095825,5404
2021-07-28,505.5600004196167,333.3000020980835,169.95000052452087,171.59999895095825,231.0,69.3000020980835,171.600004196167,5404
2021-07-29,333.3000020980835,169.95000052452087,171.59999895095825,171.600004196167,82.5,247.5,33.0,5404
2021-07-30,169.95000052452087,171.59999895095825,171.600004196167,33.0,118.8000020980835,181.5,33.0,5404
2021-07-31,171.59999895095825,171.600004196167,33.0,33.0,433.95000314712524,505.5600004196167,176.3849983215332,5404
2021-08-01,171.600004196167,33.0,33.0,176.3849983215332,231.0,333.3000020980835,250.8000020980835,5404
2021-08-02,33.0,33.0,176.3849983215332,250.8000020980835,135.3000020980835,169.95000052452087,33.0,5404
2021-08-03,33.0,176.3849983215332,250.8000020980835,33.0,99.0,171.59999895095825,36.299999475479126,5404
2021-08-04,176.3849983215332,250.8000020980835,33.0,36.299999475479126,69.3000020980835,171.600004196167,132.0,5404
2021-08-05,250.8000020980835,33.0,36.299999475479126,132.0,247.5,33.0,36.299999475479126,5404
2021-08-06,33.0,36.299999475479126,132.0,36.299999475479126,181.5,33.0,156.75,5404
2021-08-07,36.299999475479126,132.0,36.299999475479126,156.75,505.5600004196167,176.3849983215332,238.59000062942505,5404
2021-08-08,132.0,36.299999475479126,156.75,238.59000062942505,333.3000020980835,250.8000020980835,197.01000094413757,5404
2021-08-10,36.299999475479126,156.75,238.59000062942505,197.01000094413757,169.95000052452087,33.0,161.70000314712524,5404
2021-08-11,156.75,238.59000062942505,197.01000094413757,161.70000314712524,171.59999895095825,36.299999475479126,216.149995803833,5404
2021-08-12,238.59000062942505,197.01000094413757,161.70000314712524,216.149995803833,171.600004196167,132.0,90.75,5404
2021-08-13,197.01000094413757,161.70000314712524,216.149995803833,90.75,33.0,36.299999475479126,52.800002098083496,5404
2021-08-14,161.70000314712524,216.149995803833,90.75,52.800002098083496,33.0,156.75,247.5,5404
2021-08-15,216.149995803833,90.75,52.800002098083496,247.5,176.3849983215332,238.59000062942505,353.43000650405884,5404
2021-08-16,90.75,52.800002098083496,247.5,353.43000650405884,250.8000020980835,197.01000094413757,85.8000020980835,5404
2021-08-17,52.800002098083496,247.5,353.43000650405884,85.8000020980835,33.0,161.70000314712524,211.3650016784668,5404
2021-08-19,247.5,353.43000650405884,85.8000020980835,211.3650016784668,36.299999475479126,216.149995803833,148.5,5404
2021-08-20,353.43000650405884,85.8000020980835,211.3650016784668,148.5,132.0,90.75,184.8000020980835,5404
2021-08-21,85.8000020980835,211.3650016784668,148.5,184.8000020980835,36.299999475479126,52.800002098083496,341.5500020980835,5404
2021-08-22,211.3650016784668,148.5,184.8000020980835,341.5500020980835,156.75,247.5,49.5,5404
2021-08-23,148.5,184.8000020980835,341.5500020980835,49.5,238.59000062942505,353.43000650405884,132.0,5404
2021-08-24,184.8000020980835,341.5500020980835,49.5,132.0,197.01000094413757,85.8000020980835,85.8000020980835,5404
2021-08-25,341.5500020980835,49.5,132.0,85.8000020980835,161.70000314712524,211.3650016784668,168.69599962234497,5404
2021-08-26,49.5,132.0,85.8000020980835,168.69599962234497,216.149995803833,148.5,66.0,5404
2021-08-27,132.0,85.8000020980835,168.69599962234497,66.0,90.75,184.8000020980835,115.5,5404
2021-08-28,85.8000020980835,168.69599962234497,66.0,115.5,52.800002098083496,341.5500020980835,128.6999979019165,5404
2021-08-29,168.69599962234497,66.0,115.5,128.6999979019165,247.5,49.5,52.800002098083496,5404
2021-08-30,66.0,115.5,128.6999979019165,52.800002098083496,353.43000650405884,132.0,122.10000419616699,5404
2021-08-31,115.5,128.6999979019165,52.800002098083496,122.10000419616699,85.8000020980835,85.8000020980835,82.5,5404
2021-09-01,128.6999979019165,52.800002098083496,122.10000419616699,82.5,211.3650016784668,168.69599962234497,82.5,5404
2021-09-03,52.800002098083496,122.10000419616699,82.5,82.5,148.5,66.0,247.36799907684326,5404
2021-09-04,122.10000419616699,82.5,82.5,247.36799907684326,184.8000020980835,115.5,87.4499979019165,5404
2021-09-05,82.5,82.5,247.36799907684326,87.4499979019165,341.5500020980835,128.6999979019165,247.5,5404
2021-09-06,82.5,247.36799907684326,87.4499979019165,247.5,49.5,52.800002098083496,82.5,5404
2021-09-07,247.36799907684326,87.4499979019165,247.5,82.5,132.0,122.10000419616699,214.5,5404
2021-09-08,87.4499979019165,247.5,82.5,214.5,85.8000020980835,82.5,148.5,5404
2021-09-10,247.5,82.5,214.5,148.5,168.69599962234497,82.5,66.0,5404
2021-09-11,82.5,214.5,148.5,66.0,66.0,247.36799907684326,476.6850109100342,5404
2021-09-12,214.5,148.5,66.0,476.6850109100342,115.5,87.4499979019165,211.1999979019165,5404
2021-09-14,148.5,66.0,476.6850109100342,211.1999979019165,128.6999979019165,247.5,49.5,5404
2021-09-15,66.0,476.6850109100342,211.1999979019165,49.5,52.800002098083496,82.5,132.0,5404
2021-09-16,476.6850109100342,211.1999979019165,49.5,132.0,122.10000419616699,214.5,33.0,5404
2021-09-17,211.1999979019165,49.5,132.0,33.0,82.5,148.5,33.0,5404
2021-09-18,49.5,132.0,33.0,33.0,82.5,66.0,196.01999926567078,5404
2021-09-19,132.0,33.0,33.0,196.01999926567078,247.36799907684326,476.6850109100342,103.9499979019165,5404
2021-09-21,33.0,33.0,196.01999926567078,103.9499979019165,87.4499979019165,211.1999979019165,115.5,5404
2021-09-22,33.0,196.01999926567078,103.9499979019165,115.5,247.5,49.5,28.709998846054077,5404
2021-09-24,196.01999926567078,103.9499979019165,115.5,28.709998846054077,82.5,132.0,184.8000020980835,5404
2021-09-25,103.9499979019165,115.5,28.709998846054077,184.8000020980835,214.5,33.0,395.0100009441376,5404
2021-09-26,115.5,28.709998846054077,184.8000020980835,395.0100009441376,148.5,33.0,243.77099752426147,5404
2021-09-29,28.709998846054077,184.8000020980835,395.0100009441376,243.77099752426147,66.0,196.01999926567078,56.09999895095825,5404
2021-10-01,184.8000020980835,395.0100009441376,243.77099752426147,56.09999895095825,476.6850109100342,103.9499979019165,66.0,5404
2021-10-02,395.0100009441376,243.77099752426147,56.09999895095825,66.0,211.1999979019165,115.5,274.85699462890625,5404
2021-10-03,243.77099752426147,56.09999895095825,66.0,274.85699462890625,49.5,28.709998846054077,135.3000020980835,5404
2021-10-04,56.09999895095825,66.0,274.85699462890625,135.3000020980835,132.0,184.8000020980835,33.0,5404
2021-10-05,66.0,274.85699462890625,135.3000020980835,33.0,33.0,395.0100009441376,33.0,5404
2021-10-06,274.85699462890625,135.3000020980835,33.0,33.0,33.0,243.77099752426147,64.81199955940247,5404
2021-10-07,135.3000020980835,33.0,33.0,64.81199955940247,196.01999926567078,56.09999895095825,99.0,5404
2021-10-08,33.0,33.0,64.81199955940247,99.0,103.9499979019165,66.0,91.01400184631348,5404
2021-10-09,33.0,64.81199955940247,99.0,91.01400184631348,115.5,274.85699462890625,198.0,5404
2021-10-10,64.81199955940247,99.0,91.01400184631348,198.0,28.709998846054077,135.3000020980835,257.40000104904175,5404
2021-10-11,99.0,91.01400184631348,198.0,257.40000104904175,184.8000020980835,33.0,132.0,5404
2021-10-12,91.01400184631348,198.0,257.40000104904175,132.0,395.0100009441376,33.0,185.72400069236755,5404
2021-10-14,198.0,257.40000104904175,132.0,185.72400069236755,243.77099752426147,64.81199955940247,99.0,5404
2021-10-16,257.40000104904175,132.0,185.72400069236755,99.0,56.09999895095825,99.0,503.25,5404
2021-10-17,132.0,185.72400069236755,99.0,503.25,66.0,91.01400184631348,409.5299949645996,5404
2021-10-18,185.72400069236755,99.0,503.25,409.5299949645996,274.85699462890625,198.0,82.5,5404
2021-10-19,99.0,503.25,409.5299949645996,82.5,135.3000020980835,257.40000104904175,33.0,5404
2021-10-20,503.25,409.5299949645996,82.5,33.0,33.0,132.0,177.5730013847351,5404
2021-10-21,409.5299949645996,82.5,33.0,177.5730013847351,33.0,185.72400069236755,49.5,5404
2021-10-22,82.5,33.0,177.5730013847351,49.5,64.81199955940247,99.0,163.34999895095825,5404
2021-10-23,33.0,177.5730013847351,49.5,163.34999895095825,99.0,503.25,245.28899765014648,5404
2021-10-24,177.5730013847351,49.5,163.34999895095825,245.28899765014648,91.01400184631348,409.5299949645996,148.5,5404
2021-10-25,49.5,163.34999895095825,245.28899765014648,148.5,198.0,82.5,181.5,5404
2021-10-27,163.34999895095825,245.28899765014648,148.5,181.5,257.40000104904175,33.0,36.299999475479126,5404
2021-10-29,245.28899765014648,148.5,181.5,36.299999475479126,132.0,177.5730013847351,237.60000157356262,5404
2021-10-30,148.5,181.5,36.299999475479126,237.60000157356262,185.72400069236755,49.5,198.0,5404
2021-10-31,181.5,36.299999475479126,237.60000157356262,198.0,99.0,163.34999895095825,82.5,5404
2021-11-01,36.299999475479126,237.60000157356262,198.0,82.5,503.25,245.28899765014648,105.59999895095825,5404
2021-11-02,237.60000157356262,198.0,82.5,105.59999895095825,409.5299949645996,148.5,33.0,5404
2021-11-03,198.0,82.5,105.59999895095825,33.0,82.5,181.5,82.5,5404
2021-11-04,82.5,105.59999895095825,33.0,82.5,33.0,36.299999475479126,132.0,5404
2021-11-05,105.59999895095825,33.0,82.5,132.0,177.5730013847351,237.60000157356262,49.5,5404
2021-11-06,33.0,82.5,132.0,49.5,49.5,198.0,418.4399995803833,5404
2021-11-07,82.5,132.0,49.5,418.4399995803833,163.34999895095825,82.5,118.8000020980835,5404
2021-11-09,132.0,49.5,418.4399995803833,118.8000020980835,245.28899765014648,105.59999895095825,165.0,5404
2021-11-10,49.5,418.4399995803833,118.8000020980835,165.0,148.5,33.0,33.0,5404
2021-11-12,418.4399995803833,118.8000020980835,165.0,33.0,181.5,82.5,247.5,5404
2021-11-13,118.8000020980835,165.0,33.0,247.5,36.299999475479126,132.0,264.0,5404
2021-11-14,165.0,33.0,247.5,264.0,237.60000157356262,49.5,422.4000062942505,5404
2021-11-15,33.0,247.5,264.0,422.4000062942505,198.0,418.4399995803833,158.399995803833,5404
2021-11-16,247.5,264.0,422.4000062942505,158.399995803833,82.5,118.8000020980835,85.8000020980835,5404
2021-11-17,264.0,422.4000062942505,158.399995803833,85.8000020980835,105.59999895095825,165.0,132.0,5404
2021-11-18,422.4000062942505,158.399995803833,85.8000020980835,132.0,33.0,33.0,33.0,5404
2021-11-19,158.399995803833,85.8000020980835,132.0,33.0,82.5,247.5,213.5099983215332,5404
2021-11-20,85.8000020980835,132.0,33.0,213.5099983215332,132.0,264.0,310.1999979019165,5404
2021-11-21,132.0,33.0,213.5099983215332,310.1999979019165,49.5,422.4000062942505,165.0,5404
2021-11-23,33.0,213.5099983215332,310.1999979019165,165.0,418.4399995803833,158.399995803833,33.0,5404
2021-11-24,213.5099983215332,310.1999979019165,165.0,33.0,118.8000020980835,85.8000020980835,33.0,5404
2021-11-25,310.1999979019165,165.0,33.0,33.0,165.0,132.0,165.0,5404
2021-11-26,165.0,33.0,33.0,165.0,33.0,33.0,211.1999979019165,5404
2021-11-27,33.0,33.0,165.0,211.1999979019165,247.5,213.5099983215332,253.27499973773956,5404
2021-11-28,33.0,165.0,211.1999979019165,253.27499973773956,264.0,310.1999979019165,260.6999979019165,5404
2021-11-29,165.0,211.1999979019165,253.27499973773956,260.6999979019165,422.4000062942505,165.0,82.5,5404
2021-11-30,211.1999979019165,253.27499973773956,260.6999979019165,82.5,158.399995803833,33.0,66.0,5404
2021-12-01,253.27499973773956,260.6999979019165,82.5,66.0,85.8000020980835,33.0,82.5,5404
2021-12-02,260.6999979019165,82.5,66.0,82.5,132.0,165.0,115.5,5404
2021-12-03,82.5,66.0,82.5,115.5,33.0,211.1999979019165,118.8000020980835,5404
2021-12-04,66.0,82.5,115.5,118.8000020980835,213.5099983215332,253.27499973773956,419.09999895095825,5404
2021-12-05,82.5,115.5,118.8000020980835,419.09999895095825,310.1999979019165,260.6999979019165,49.5,5404
2021-12-06,115.5,118.8000020980835,419.09999895095825,49.5,165.0,82.5,66.0,5404
2021-12-07,118.8000020980835,419.09999895095825,49.5,66.0,33.0,66.0,49.5,5404
2021-12-08,419.09999895095825,49.5,66.0,49.5,33.0,82.5,89.10000157356262,5404
2021-12-09,49.5,66.0,49.5,89.10000157356262,165.0,115.5,112.1999979019165,5404
2021-12-10,66.0,49.5,89.10000157356262,112.1999979019165,211.1999979019165,118.8000020980835,199.649995803833,5404
2021-12-11,49.5,89.10000157356262,112.1999979019165,199.649995803833,253.27499973773956,419.09999895095825,259.0500020980835,5404
2021-12-12,89.10000157356262,112.1999979019165,199.649995803833,259.0500020980835,260.6999979019165,49.5,433.950008392334,5404
2021-12-13,112.1999979019165,199.649995803833,259.0500020980835,433.950008392334,82.5,66.0,66.0,5404
2021-12-14,199.649995803833,259.0500020980835,433.950008392334,66.0,66.0,49.5,33.0,5404
2021-12-15,259.0500020980835,433.950008392334,66.0,33.0,82.5,89.10000157356262,49.5,5404
2021-12-17,433.950008392334,66.0,33.0,49.5,115.5,112.1999979019165,181.5,5404
2021-12-18,66.0,33.0,49.5,181.5,118.8000020980835,199.649995803833,331.649995803833,5404
2021-12-19,33.0,49.5,181.5,331.649995803833,419.09999895095825,259.0500020980835,178.1999979019165,5404
2021-12-20,49.5,181.5,331.649995803833,178.1999979019165,49.5,433.950008392334,66.0,5404
2021-12-21,181.5,331.649995803833,178.1999979019165,66.0,66.0,66.0,169.9499979019165,5404
2021-12-22,331.649995803833,178.1999979019165,66.0,169.9499979019165,49.5,33.0,33.0,5404
2021-12-23,178.1999979019165,66.0,169.9499979019165,33.0,89.10000157356262,49.5,121.4399995803833,5404
2021-12-24,66.0,169.9499979019165,33.0,121.4399995803833,112.1999979019165,181.5,305.25,5404
2021-12-25,169.9499979019165,33.0,121.4399995803833,305.25,199.649995803833,331.649995803833,165.0,5404
2021-12-26,33.0,121.4399995803833,305.25,165.0,259.0500020980835,178.1999979019165,102.3000020980835,5404
2021-12-28,121.4399995803833,305.25,165.0,102.3000020980835,433.950008392334,66.0,33.0,5404
2021-12-30,305.25,165.0,102.3000020980835,33.0,66.0,169.9499979019165,160.04999947547913,5404
2021-12-31,165.0,102.3000020980835,33.0,160.04999947547913,33.0,33.0,118.46999979019165,5404
2022-01-01,102.3000020980835,33.0,160.04999947547913,118.46999979019165,49.5,121.4399995803833,99.0,5404
2022-01-03,33.0,160.04999947547913,118.46999979019165,99.0,181.5,305.25,66.0,5404
2022-01-04,160.04999947547913,118.46999979019165,99.0,66.0,331.649995803833,165.0,33.0,5404
2022-01-05,118.46999979019165,99.0,66.0,33.0,178.1999979019165,102.3000020980835,164.66999769210815,5404
2022-01-06,99.0,66.0,33.0,164.66999769210815,66.0,33.0,100.65000104904175,5404
2022-01-07,66.0,33.0,164.66999769210815,100.65000104904175,169.9499979019165,160.04999947547913,49.5,5404
2022-01-08,33.0,164.66999769210815,100.65000104904175,49.5,33.0,118.46999979019165,122.10000419616699,5404
2022-01-09,164.66999769210815,100.65000104904175,49.5,122.10000419616699,121.4399995803833,99.0,270.59999895095825,5404
2022-01-10,100.65000104904175,49.5,122.10000419616699,270.59999895095825,305.25,66.0,33.0,5404
2022-01-11,49.5,122.10000419616699,270.59999895095825,33.0,165.0,33.0,33.0,5404
2022-01-13,122.10000419616699,270.59999895095825,33.0,33.0,102.3000020980835,164.66999769210815,66.0,5404
2022-01-14,270.59999895095825,33.0,33.0,66.0,33.0,100.65000104904175,115.5,5404
2022-01-15,33.0,33.0,66.0,115.5,160.04999947547913,49.5,445.5,5404
2022-01-16,33.0,66.0,115.5,445.5,118.46999979019165,122.10000419616699,105.59999895095825,5404
2022-01-18,66.0,115.5,445.5,105.59999895095825,99.0,270.59999895095825,70.9499979019165,5404
2022-01-19,115.5,445.5,105.59999895095825,70.9499979019165,66.0,33.0,151.8000020980835,5404
2022-01-20,445.5,105.59999895095825,70.9499979019165,151.8000020980835,33.0,33.0,33.0,5404
2022-01-21,105.59999895095825,70.9499979019165,151.8000020980835,33.0,164.66999769210815,66.0,306.899995803833,5404
2022-01-22,70.9499979019165,151.8000020980835,33.0,306.899995803833,100.65000104904175,115.5,217.79999947547913,5404
2022-01-23,151.8000020980835,33.0,306.899995803833,217.79999947547913,49.5,445.5,240.90000104904175,5404
2022-01-25,33.0,306.899995803833,217.79999947547913,240.90000104904175,122.10000419616699,105.59999895095825,80.09100151062012,5404
2022-01-27,306.899995803833,217.79999947547913,240.90000104904175,80.09100151062012,270.59999895095825,70.9499979019165,29.700000524520874,5404
2022-01-28,217.79999947547913,240.90000104904175,80.09100151062012,29.700000524520874,33.0,151.8000020980835,99.0,5404
2022-01-29,240.90000104904175,80.09100151062012,29.700000524520874,99.0,33.0,33.0,332.4089984893799,5404
2022-01-30,80.09100151062012,29.700000524520874,99.0,332.4089984893799,66.0,306.899995803833,82.5,5404
2022-01-31,29.700000524520874,99.0,332.4089984893799,82.5,115.5,217.79999947547913,120.4499979019165,5404
2022-02-01,99.0,332.4089984893799,82.5,120.4499979019165,445.5,240.90000104904175,33.0,5404
2022-02-02,332.4089984893799,82.5,120.4499979019165,33.0,105.59999895095825,80.09100151062012,82.5,5404
2022-02-03,82.5,120.4499979019165,33.0,82.5,70.9499979019165,29.700000524520874,33.0,5404
2022-02-04,120.4499979019165,33.0,82.5,33.0,151.8000020980835,99.0,103.9499979019165,5404
2022-02-05,33.0,82.5,33.0,103.9499979019165,33.0,332.4089984893799,244.20000052452087,5404
2022-02-06,82.5,33.0,103.9499979019165,244.20000052452087,306.899995803833,82.5,219.45000314712524,5404
2022-02-07,33.0,103.9499979019165,244.20000052452087,219.45000314712524,217.79999947547913,120.4499979019165,174.899995803833,5404
2022-02-08,103.9499979019165,244.20000052452087,219.45000314712524,174.899995803833,240.90000104904175,33.0,49.5,5404
2022-02-09,244.20000052452087,219.45000314712524,174.899995803833,49.5,80.09100151062012,82.5,66.0,5404
2022-02-10,219.45000314712524,174.899995803833,49.5,66.0,29.700000524520874,33.0,115.5,5404
2022-02-11,174.899995803833,49.5,66.0,115.5,99.0,103.9499979019165,118.8000020980835,5404
2022-02-12,49.5,66.0,115.5,118.8000020980835,332.4089984893799,244.20000052452087,343.20000314712524,5404
2022-02-13,66.0,115.5,118.8000020980835,343.20000314712524,82.5,219.45000314712524,392.7000005245209,5404
2022-02-14,115.5,118.8000020980835,343.20000314712524,392.7000005245209,120.4499979019165,174.899995803833,146.84999895095825,5404
2022-02-15,118.8000020980835,343.20000314712524,392.7000005245209,146.84999895095825,33.0,49.5,132.0,5404
2022-02-16,343.20000314712524,392.7000005245209,146.84999895095825,132.0,82.5,66.0,115.5,5404
2022-02-18,392.7000005245209,146.84999895095825,132.0,115.5,33.0,115.5,287.09999895095825,5404
2022-02-19,146.84999895095825,132.0,115.5,287.09999895095825,103.9499979019165,118.8000020980835,445.50000524520874,5404
2022-02-20,132.0,115.5,287.09999895095825,445.50000524520874,244.20000052452087,343.20000314712524,105.60000157356262,5404
2022-02-21,115.5,287.09999895095825,445.50000524520874,105.60000157356262,219.45000314712524,392.7000005245209,82.5,5404
2022-02-22,287.09999895095825,445.50000524520874,105.60000157356262,82.5,174.899995803833,146.84999895095825,33.0,5404
2022-02-23,445.50000524520874,105.60000157356262,82.5,33.0,49.5,132.0,132.0,5404
2022-02-24,105.60000157356262,82.5,33.0,132.0,66.0,115.5,165.0,5404
2022-02-25,82.5,33.0,132.0,165.0,115.5,287.09999895095825,67.65000104904175,5404
2022-02-26,33.0,132.0,165.0,67.65000104904175,118.8000020980835,445.50000524520874,148.5,5404
2022-02-27,132.0,165.0,67.65000104904175,148.5,343.20000314712524,105.60000157356262,330.0,5404
2022-02-28,165.0,67.65000104904175,148.5,330.0,392.7000005245209,82.5,33.0,5404
2022-03-01,67.65000104904175,148.5,330.0,33.0,146.84999895095825,33.0,52.800002098083496,5404
2022-03-04,148.5,330.0,33.0,52.800002098083496,132.0,132.0,52.800002098083496,5404
2022-03-05,330.0,33.0,52.800002098083496,52.800002098083496,115.5,165.0,242.5500020980835,5404
2022-03-06,33.0,52.800002098083496,52.800002098083496,242.5500020980835,287.09999895095825,67.65000104904175,49.5,5404
2022-03-07,52.800002098083496,52.800002098083496,242.5500020980835,49.5,445.50000524520874,148.5,69.29999947547913,5404
2022-03-09,52.800002098083496,242.5500020980835,49.5,69.29999947547913,105.60000157356262,330.0,36.299999475479126,5404
